period,MBBL,MBBL/D,year,month,quarter,dayofyear,weekofyear,lag_1,lag_2,lag_3,rolling_mean_3,rolling_mean_6,rolling_std_3,rolling_std_6,target
2001-12-01,102286,3300,2001,12,4,335,48,3298.0,3295.0,3263.0,3285.3333333333335,3272.1666666666665,19.39931270264189,22.021958738075426,3277.0
2002-01-01,101582,3277,2002,1,1,1,1,3300.0,3298.0,3295.0,3297.6666666666665,3278.0,2.516611478726953,24.265201420859448,3289.0
2002-02-01,92098,3289,2002,2,1,32,5,3277.0,3300.0,3298.0,3291.6666666666665,3278.6666666666665,12.741009902471331,24.155054681402646,3272.0
2002-03-01,101435,3272,2002,3,1,60,9,3289.0,3277.0,3300.0,3288.6666666666665,3287.0,11.5036226178921,14.38054240962286,3267.0
2002-04-01,98010,3267,2002,4,2,91,14,3272.0,3289.0,3277.0,3279.3333333333335,3288.5,8.736894948143588,11.571516754296939,3339.0
2002-05-01,103506,3339,2002,5,2,121,18,3267.0,3272.0,3289.0,3276.0,3283.8333333333335,11.532562594738806,13.847984209320927,3315.0
2002-06-01,99446,3315,2002,6,2,152,22,3339.0,3267.0,3272.0,3292.6666666666665,3290.6666666666665,40.2036482590183,26.53802303604503,3269.0
2002-07-01,101350,3269,2002,7,3,182,27,3315.0,3339.0,3267.0,3307.0,3293.1666666666665,36.66060555966724,28.244763526389743,3274.0
2002-08-01,101500,3274,2002,8,3,213,31,3269.0,3315.0,3339.0,3307.6666666666665,3291.8333333333335,35.57152419189885,29.32859810256305,2977.0
2002-09-01,89318,2977,2002,9,3,244,35,3274.0,3269.0,3315.0,3286.0,3289.3333333333335,25.238858928278702,30.243456592486982,2829.0
2002-10-01,87704,2829,2002,10,4,274,40,2977.0,3274.0,3269.0,3173.3333333333335,3240.1666666666665,170.04803243006103,132.152058881658,3157.0
2002-11-01,94715,3157,2002,11,4,305,44,2829.0,2977.0,3274.0,3026.6666666666665,3167.1666666666665,226.61935780805527,211.51115021828176,3183.0
2002-12-01,98674,3183,2002,12,4,335,48,3157.0,2829.0,2977.0,2987.6666666666665,3136.8333333333335,164.2599565729136,194.2888742740054,3219.0
2003-01-01,99796,3219,2003,1,1,1,1,3183.0,3157.0,2829.0,3056.3333333333335,3114.8333333333335,197.30517817162158,176.7624583067912,3242.0
2003-02-01,90762,3242,2003,2,1,32,5,3219.0,3183.0,3157.0,3186.3333333333335,3106.5,31.134118476923362,169.0511756835585,3255.0
2003-03-01,100894,3255,2003,3,1,60,9,3242.0,3219.0,3183.0,3214.6666666666665,3101.1666666666665,29.737742572950054,163.11028988589283,3216.0
2003-04-01,96480,3216,2003,4,2,91,14,3255.0,3242.0,3219.0,3238.6666666666665,3147.5,18.230011885212722,160.24450068565142,3156.0
2003-05-01,97840,3156,2003,5,2,121,18,3216.0,3255.0,3242.0,3237.6666666666665,3212.0,19.85782801151725,36.55133376491608,3151.0
2003-06-01,94538,3151,2003,6,2,152,22,3156.0,3216.0,3255.0,3209.0,3211.8333333333335,49.8698305591839,36.85331283156177,3061.0
2003-07-01,94896,3061,2003,7,3,182,27,3151.0,3156.0,3216.0,3174.3333333333335,3206.5,36.17089069037565,43.56489412352844,3131.0
2003-08-01,97071,3131,2003,8,3,213,31,3061.0,3151.0,3156.0,3122.6666666666665,3180.1666666666665,53.46338310783563,72.58489282668033,3133.0
2003-09-01,94003,3133,2003,9,3,244,36,3131.0,3061.0,3151.0,3114.3333333333335,3161.6666666666665,47.25815626254608,67.65106552494576,3141.0
2003-10-01,97366,3141,2003,10,4,274,40,3133.0,3131.0,3061.0,3108.3333333333335,3141.3333333333335,41.004064839174596,50.02665955928219,3091.0
2003-11-01,92734,3091,2003,11,4,305,44,3141.0,3133.0,3131.0,3135.0,3128.8333333333335,5.291502622304304,34.64342169388294,3108.0
2003-12-01,96360,3108,2003,12,4,335,49,3091.0,3141.0,3133.0,3121.6666666666665,3118.0,26.857649438013276,34.61213659965861,3126.0
2004-01-01,96897,3126,2004,1,1,1,1,3108.0,3091.0,3141.0,3113.3333333333335,3110.8333333333335,25.42308662092845,30.636035426602177,3154.0
2004-02-01,91467,3154,2004,2,1,32,5,3126.0,3108.0,3091.0,3108.3333333333335,3121.6666666666665,17.502380790487916,18.629725351172716,3131.0
2004-03-01,97050,3131,2004,3,1,61,10,3154.0,3126.0,3108.0,3129.3333333333335,3125.5,23.180451534325258,22.827614855553843,3103.0
2004-04-01,93097,3103,2004,4,2,92,14,3131.0,3154.0,3126.0,3137.0,3125.1666666666665,14.93318452313016,22.710496838690382,3103.0
2004-05-01,96197,3103,2004,5,2,122,18,3103.0,3131.0,3154.0,3129.3333333333335,3118.8333333333335,25.54081700602396,22.710496838688858,2988.0
2004-06-01,89653,2988,2004,6,2,153,23,3103.0,3103.0,3131.0,3112.3333333333335,3120.8333333333335,16.1658075373683,20.15357701898395,3182.0
2004-07-01,98653,3182,2004,7,3,183,27,2988.0,3103.0,3103.0,3064.6666666666665,3100.8333333333335,66.39528095682199,58.499287744894,3123.0
2004-08-01,96826,3123,2004,8,3,214,31,3182.0,2988.0,3103.0,3091.0,3110.1666666666665,97.55511262871856,67.14586112829294,2704.0
2004-09-01,81119,2704,2004,9,3,245,36,3123.0,3182.0,2988.0,3097.6666666666665,3105.0,99.45015501916163,64.22771987228943,2735.0
2004-10-01,84798,2735,2004,10,4,275,40,2704.0,3123.0,3182.0,3003.0,3033.8333333333335,260.616576602491,173.4144361541428,2975.0
2004-11-01,89260,2975,2004,11,4,306,45,2735.0,2704.0,3123.0,2854.0,2972.5,233.4759088214506,206.06285448860513,3041.0
2004-12-01,94272,3041,2004,12,4,336,49,2975.0,2735.0,2704.0,2804.6666666666665,2951.1666666666665,148.32509340410232,196.24211236800966,3067.0
2005-01-01,95074,3067,2005,1,1,1,53,3041.0,2975.0,2735.0,2917.0,2960.0,161.03415786721195,199.39909728981206,3085.0
2005-02-01,86388,3085,2005,2,1,32,5,3067.0,3041.0,2975.0,3027.6666666666665,2940.8333333333335,47.42713709824036,178.19137652158824,3155.0
2005-03-01,97809,3155,2005,3,1,60,9,3085.0,3067.0,3041.0,3064.3333333333335,2934.5,22.120880030758588,170.949992687896,3162.0
2005-04-01,94851,3162,2005,4,2,91,13,3155.0,3085.0,3067.0,3102.3333333333335,3009.6666666666665,46.49014232431586,146.77147770142173,3199.0
2005-05-01,99175,3199,2005,5,2,121,17,3162.0,3155.0,3085.0,3134.0,3080.8333333333335,42.57933771210817,70.83054896483242,3126.0
2005-06-01,93773,3126,2005,6,2,152,22,3199.0,3162.0,3155.0,3172.0,3118.1666666666665,23.643180835109657,62.4256891564669,2977.0
2005-07-01,92283,2977,2005,7,3,182,26,3126.0,3199.0,3162.0,3162.3333333333335,3132.3333333333335,36.501141534684216,49.774156614250586,2880.0
2005-08-01,89284,2880,2005,8,3,213,31,2977.0,3126.0,3199.0,3100.6666666666665,3117.3333333333335,113.14739649384414,78.6095838092266,1869.0
2005-09-01,56062,1869,2005,9,3,244,35,2880.0,2977.0,3126.0,2994.3333333333335,3083.1666666666665,123.912603609703,125.83706396232994,2171.0
2005-10-01,67304,2171,2005,10,4,274,39,1869.0,2880.0,2977.0,2575.3333333333335,2868.8333333333335,613.6223051139325,504.4963495077617,2455.0
2005-11-01,73652,2455,2005,11,4,305,44,2171.0,1869.0,2880.0,2306.6666666666665,2703.6666666666665,518.9743089338206,549.5320433483895,2638.0
2005-12-01,81765,2638,2005,12,4,335,48,2455.0,2171.0,1869.0,2165.0,2579.6666666666665,293.0460714631807,496.8201552540469,2728.0
2006-01-01,84564,2728,2006,1,1,1,52,2638.0,2455.0,2171.0,2421.3333333333335,2498.3333333333335,235.31326637768683,424.1186940782669,2700.0
2006-02-01,75603,2700,2006,2,1,32,5,2728.0,2638.0,2455.0,2607.0,2456.8333333333335,139.11506029183977,377.5380334041251,2742.0
2006-03-01,84996,2742,2006,3,1,60,9,2700.0,2728.0,2638.0,2688.6666666666665,2426.8333333333335,46.057934531796256,342.73454256414544,2759.0
2006-04-01,82781,2759,2006,4,2,91,13,2742.0,2700.0,2728.0,2723.3333333333335,2572.3333333333335,21.38535324316869,222.91941742848513,2809.0
2006-05-01,87093,2809,2006,5,2,121,18,2759.0,2742.0,2700.0,2733.6666666666665,2670.3333333333335,30.36994127974349,113.68142621666927,2844.0
2006-06-01,85334,2844,2006,6,2,152,22,2809.0,2759.0,2742.0,2770.0,2729.3333333333335,34.82814953455894,57.60439798015862,2886.0
2006-07-01,89455,2886,2006,7,3,182,26,2844.0,2809.0,2759.0,2804.0,2763.6666666666665,42.72001872660482,53.52631751444132,2889.0
2006-08-01,89551,2889,2006,8,3,213,31,2886.0,2844.0,2809.0,2846.3333333333335,2790.0,38.55299383101973,69.07676888788535,2839.0
2006-09-01,85179,2839,2006,9,3,244,35,2889.0,2886.0,2844.0,2873.0,2821.5,25.159491250842443,62.61868730651067,2861.0
2006-10-01,88679,2861,2006,10,4,274,39,2839.0,2889.0,2886.0,2871.3333333333335,2837.6666666666665,28.041635710752498,49.03740069230173,2874.0
2006-11-01,86233,2874,2006,11,4,305,44,2861.0,2839.0,2889.0,2863.0,2854.6666666666665,25.059928172308183,30.480594919677838,2871.0
2006-12-01,89006,2871,2006,12,4,335,48,2874.0,2861.0,2839.0,2858.0,2865.5,17.691806012989872,21.11634438038244,2852.0
2007-01-01,88402,2852,2007,1,1,1,1,2871.0,2874.0,2861.0,2868.6666666666665,2870.0,6.806859285643932,18.308467985905974,2872.0
2007-02-01,80427,2872,2007,2,1,32,5,2852.0,2871.0,2874.0,2865.6666666666665,2864.3333333333335,11.930353445500595,17.614388057993025,2834.0
2007-03-01,87839,2834,2007,3,1,60,9,2872.0,2852.0,2871.0,2865.0,2861.5,11.269427669639494,13.809417076433004,2888.0
2007-04-01,86654,2888,2007,4,2,91,13,2834.0,2872.0,2852.0,2852.6666666666665,2860.6666666666665,19.008769905878054,15.487629471857295,2890.0
2007-05-01,89591,2890,2007,5,2,121,18,2888.0,2834.0,2872.0,2864.6666666666665,2865.1666666666665,27.736858750308613,19.104100781182254,2827.0
2007-06-01,84806,2827,2007,6,2,152,22,2890.0,2888.0,2834.0,2870.6666666666665,2867.8333333333335,31.770006819869423,21.54452753386774,2786.0
2007-07-01,86372,2786,2007,7,3,182,26,2827.0,2890.0,2888.0,2868.3333333333335,2860.5,35.809682117194974,27.038860922584682,2784.0
2007-08-01,86311,2784,2007,8,3,213,31,2786.0,2827.0,2890.0,2834.3333333333335,2849.5,52.386384999679734,41.00609710751335,2716.0
2007-09-01,81479,2716,2007,9,3,244,35,2784.0,2786.0,2827.0,2799.0,2834.8333333333335,24.269322199053274,46.69225488940755,2805.0
2007-10-01,86968,2805,2007,10,4,274,40,2716.0,2784.0,2786.0,2762.0,2815.1666666666665,39.84971769036267,67.38075887564115,2739.0
2007-11-01,82168,2739,2007,11,4,305,44,2805.0,2716.0,2784.0,2768.3333333333335,2801.3333333333335,46.52239604034728,57.18624543242207,2847.0
2007-12-01,88246,2847,2007,12,4,335,48,2739.0,2805.0,2716.0,2753.3333333333335,2776.1666666666665,46.19884558444043,41.41215602521911,2862.0
2008-01-01,88720,2862,2008,1,1,1,1,2847.0,2739.0,2805.0,2797.0,2779.5,54.44263035527837,46.77926891252618,2913.0
2008-02-01,84477,2913,2008,2,1,32,5,2862.0,2847.0,2739.0,2816.0,2792.1666666666665,67.10439627924093,57.86680107503051,2901.0
2008-03-01,89918,2901,2008,3,1,61,9,2913.0,2862.0,2847.0,2874.0,2813.6666666666665,34.59768778402944,75.5027593314127,2895.0
2008-04-01,86850,2895,2008,4,2,92,14,2901.0,2913.0,2862.0,2892.0,2844.5,26.664583251967585,64.63358260216343,2878.0
2008-05-01,89231,2878,2008,5,2,122,18,2895.0,2901.0,2913.0,2903.0,2859.5,9.16515138996993,64.07417576520784,2901.0
2008-06-01,87042,2901,2008,6,2,153,22,2878.0,2895.0,2901.0,2891.3333333333335,2882.6666666666665,11.930353445495365,25.017327328424184,2957.0
2008-07-01,91664,2957,2008,7,3,183,27,2901.0,2878.0,2895.0,2891.3333333333335,2891.6666666666665,11.930353445495365,18.47881670068632,2845.0
2008-08-01,88182,2845,2008,8,3,214,31,2957.0,2901.0,2878.0,2912.0,2907.5,40.63249930783275,26.801119379439548,1664.0
2008-09-01,49933,1664,2008,9,3,245,36,2845.0,2957.0,2901.0,2901.0,2896.1666666666665,56.000000000009564,36.59735873881591,2384.0
2008-10-01,73917,2384,2008,10,4,275,40,1664.0,2845.0,2957.0,2488.6666666666665,2690.0,716.3744365437225,503.9603158979782,2700.0
2008-11-01,80991,2700,2008,11,4,306,44,2384.0,1664.0,2845.0,2297.6666666666665,2604.8333333333335,595.2145271524685,505.5632172801501,2797.0
2008-12-01,86696,2797,2008,12,4,336,49,2700.0,2384.0,1664.0,2249.3333333333335,2575.1666666666665,530.9664145059807,491.350553746158,2874.0
2009-01-01,89100,2874,2009,1,1,1,1,2797.0,2700.0,2384.0,2627.0,2557.8333333333335,215.9606445628512,479.24249255116774,2919.0
2009-02-01,81726,2919,2009,2,1,32,5,2874.0,2797.0,2700.0,2790.3333333333335,2544.0,87.19136042828363,466.4431369416741,2937.0
2009-03-01,91042,2937,2009,3,1,60,9,2919.0,2874.0,2797.0,2863.3333333333335,2556.3333333333335,61.695488759994554,476.85581328810076,3037.0
2009-04-01,91123,3037,2009,4,2,91,14,2937.0,2919.0,2874.0,2910.0,2768.5,32.4499614791931,207.61382420250925,3099.0
2009-05-01,96078,3099,2009,5,2,121,18,3037.0,2937.0,2919.0,2964.3333333333335,2877.3333333333335,63.5714820759612,117.21888357537641,3083.0
2009-06-01,92483,3083,2009,6,2,152,23,3099.0,3037.0,2937.0,3024.3333333333335,2943.8333333333335,81.73942337289914,109.41374075799614,3241.0
2009-07-01,100467,3241,2009,7,3,182,27,3083.0,3099.0,3037.0,3073.0,2991.5,32.18695387887069,93.84188830150187,3251.0
2009-08-01,100770,3251,2009,8,3,213,31,3241.0,3083.0,3099.0,3141.0,3052.6666666666665,86.97125962063724,118.34469429027438,3288.0
2009-09-01,98641,3288,2009,9,3,244,36,3251.0,3241.0,3083.0,3191.6666666666665,3108.0,94.24082625557477,120.93469311984911,3264.0
2009-10-01,101173,3264,2009,10,4,274,40,3288.0,3251.0,3241.0,3260.0,3166.5,24.758836806276783,105.59498094129438,3119.0
2009-11-01,93579,3119,2009,11,4,305,44,3264.0,3288.0,3251.0,3267.6666666666665,3204.3333333333335,18.770544300396544,89.3300994439117,3222.0
2009-12-01,99871,3222,2009,12,4,335,49,3119.0,3264.0,3288.0,3223.6666666666665,3207.6666666666665,91.43485841479337,84.87559523596381,3196.0
2010-01-01,99080,3196,2010,1,1,1,53,3222.0,3119.0,3264.0,3201.6666666666665,3230.8333333333335,74.60786374996532,59.09794130643869,3292.0
2010-02-01,92180,3292,2010,2,1,32,5,3196.0,3222.0,3119.0,3179.0,3223.3333333333335,53.563046963369594,60.3909485490933,3202.0
2010-03-01,99258,3202,2010,3,1,60,9,3292.0,3196.0,3222.0,3236.6666666666665,3230.1666666666665,49.65212315030701,66.18887116924769,3075.0
2010-04-01,92252,3075,2010,4,2,91,13,3202.0,3292.0,3196.0,3230.0,3215.8333333333335,53.77731863899452,60.20105203947186,3146.0
2010-05-01,97511,3146,2010,5,2,121,17,3075.0,3202.0,3292.0,3189.6666666666665,3184.3333333333335,109.0244620868795,77.0471716979867,3144.0
2010-06-01,94326,3144,2010,6,2,152,22,3146.0,3075.0,3202.0,3141.0,3188.8333333333335,63.64746656388034,73.1585037207505,3053.0
2010-07-01,94633,3053,2010,7,3,182,26,3144.0,3146.0,3075.0,3121.6666666666665,3175.8333333333335,40.4268887416986,73.01620824624489,3191.0
2010-08-01,98917,3191,2010,8,3,213,30,3053.0,3144.0,3146.0,3114.3333333333335,3152.0,53.12563725108336,87.09764635162198,3248.0
2010-09-01,97440,3248,2010,9,3,244,35,3191.0,3053.0,3144.0,3129.3333333333335,3135.1666666666665,70.15934245226109,60.25086444739848,3257.0
2010-10-01,100966,3257,2010,10,4,274,39,3248.0,3191.0,3053.0,3164.0,3142.8333333333335,100.26464980241128,72.19810708501183,3206.0
2010-11-01,96165,3206,2010,11,4,305,44,3257.0,3248.0,3191.0,3232.0,3173.1666666666665,35.79106033634533,76.12467843386283,3248.0
2010-12-01,100694,3248,2010,12,4,335,48,3206.0,3257.0,3248.0,3237.0,3183.1666666666665,27.221315177630423,75.78236382337963,3321.0
2011-01-01,102954,3321,2011,1,1,1,52,3248.0,3206.0,3257.0,3237.0,3200.5,27.221315177630423,76.91748825847414,3092.0
2011-02-01,86572,3092,2011,2,1,32,5,3321.0,3248.0,3206.0,3258.3333333333335,3245.1666666666665,58.19221024615887,45.551802013305895,3218.0
2011-03-01,99747,3218,2011,3,1,60,9,3092.0,3321.0,3248.0,3220.3333333333335,3228.6666666666665,116.9800552800916,76.50795165640841,3180.0
2011-04-01,95388,3180,2011,4,2,91,13,3218.0,3092.0,3321.0,3210.3333333333335,3223.6666666666665,114.69234208670306,75.97016958424732,3251.0
2011-05-01,100795,3251,2011,5,2,121,17,3180.0,3218.0,3092.0,3163.3333333333335,3210.8333333333335,64.63229326995507,75.7163566652492,3209.0
2011-06-01,96274,3209,2011,6,2,152,22,3251.0,3180.0,3218.0,3216.3333333333335,3218.3333333333335,35.52933060632157,77.35287109512655,3136.0
2011-07-01,97223,3136,2011,7,3,182,26,3209.0,3251.0,3180.0,3213.3333333333335,3211.8333333333335,35.697805721546935,75.98793763920186,3257.0
2011-08-01,100974,3257,2011,8,3,213,31,3136.0,3209.0,3251.0,3198.6666666666665,3181.0,58.19221024616066,58.30951894838783,3120.0
2011-09-01,93612,3120,2011,9,3,244,35,3257.0,3136.0,3209.0,3200.6666666666665,3208.5,60.928920336186486,45.42576361485346,3392.0
2011-10-01,105155,3392,2011,10,4,274,39,3120.0,3257.0,3136.0,3171.0,3192.1666666666665,74.90660852021095,57.373919742851086,3458.0
2011-11-01,103744,3458,2011,11,4,305,44,3392.0,3120.0,3257.0,3256.3333333333335,3227.5,136.00122548467414,98.74563281478653,3523.0
2011-12-01,109216,3523,2011,12,4,335,48,3458.0,3392.0,3120.0,3323.3333333333335,3262.0,179.15728657616174,137.25159379764168,3550.0
2012-01-01,110036,3550,2012,1,1,1,52,3523.0,3458.0,3392.0,3457.6666666666665,3314.3333333333335,65.50063612921998,169.1563379441036,3614.0
2012-02-01,104799,3614,2012,2,1,32,5,3550.0,3523.0,3458.0,3510.3333333333335,3383.3333333333335,47.28988616324099,166.27647658842227,3698.0
2012-03-01,114632,3698,2012,3,1,61,9,3614.0,3550.0,3523.0,3562.3333333333335,3442.8333333333335,46.736851983548426,175.63873908298373,3665.0
2012-04-01,109954,3665,2012,4,2,92,13,3698.0,3614.0,3550.0,3620.6666666666665,3539.1666666666665,74.22488351847988,109.0438749616912,3642.0
2012-05-01,112897,3642,2012,5,2,122,18,3665.0,3698.0,3614.0,3659.0,3584.6666666666665,42.32020793897916,90.78252401570033,3596.0
2012-06-01,107893,3596,2012,6,2,153,22,3642.0,3665.0,3698.0,3668.3333333333335,3615.3333333333335,28.14841617803257,67.53863092083951,3793.0
2012-07-01,117594,3793,2012,7,3,183,26,3596.0,3642.0,3665.0,3634.3333333333335,3627.5,35.133080327973545,52.47380298772687,3677.0
2012-08-01,113998,3677,2012,8,3,214,31,3793.0,3596.0,3642.0,3677.0,3668.0,103.05823596393613,71.14773362514785,3798.0
2012-09-01,113945,3798,2012,9,3,245,35,3677.0,3793.0,3596.0,3688.6666666666665,3678.5,99.01683358566676,66.05073807305298,4053.0
2012-10-01,125643,4053,2012,10,4,275,40,3798.0,3677.0,3793.0,3756.0,3695.1666666666665,68.46166810703666,82.51888672699003,4166.0
2012-11-01,124981,4166,2012,11,4,306,44,4053.0,3798.0,3677.0,3842.6666666666665,3759.8333333333335,191.9383581604549,164.97929162977454,4183.0
2012-12-01,129666,4183,2012,12,4,336,48,4166.0,4053.0,3798.0,4005.6666666666665,3847.1666666666665,188.51083081173473,219.73385416604046,4174.0
2013-01-01,129396,4174,2013,1,1,1,1,4183.0,4166.0,4053.0,4134.0,3945.0,70.66116330769461,216.18788125146298,4227.0
2013-02-01,118351,4227,2013,2,1,32,5,4174.0,4183.0,4166.0,4174.333333333333,4008.5,8.504900547913095,218.55411229257862,4215.0
2013-03-01,130671,4215,2013,3,1,60,9,4227.0,4174.0,4183.0,4194.666666666667,4100.166666666667,28.36077102847905,158.91056184742519,4351.0
2013-04-01,130531,4351,2013,4,2,91,14,4215.0,4227.0,4174.0,4205.333333333333,4169.666666666667,27.79088579606227,61.90853468355369,4292.0
2013-05-01,133066,4292,2013,5,2,121,18,4351.0,4215.0,4227.0,4264.333333333333,4219.333333333333,75.2949754852841,68.75075757157182,4253.0
2013-06-01,127595,4253,2013,6,2,152,22,4292.0,4351.0,4215.0,4286.0,4240.333333333333,68.19824044648156,68.44462481937607,4421.0
2013-07-01,137049,4421,2013,7,3,182,27,4253.0,4292.0,4351.0,4298.666666666667,4252.0,49.338963642636614,62.41794613729727,4407.0
2013-08-01,136615,4407,2013,8,3,213,31,4421.0,4253.0,4292.0,4322.0,4293.166666666667,87.92610533849445,79.73560476139512,4599.0
2013-09-01,137959,4599,2013,9,3,244,35,4407.0,4421.0,4253.0,4360.333333333333,4323.166666666667,93.21659365868939,83.62874306520214,4474.0
2013-10-01,138702,4474,2013,10,4,274,40,4599.0,4407.0,4421.0,4475.666666666667,4387.166666666667,107.03893372660607,122.29213656922487,4591.0
2013-11-01,137734,4591,2013,11,4,305,44,4474.0,4599.0,4407.0,4493.333333333333,4407.666666666667,97.4491320296323,125.28953135304668,4673.0
2013-12-01,144852,4673,2013,12,4,335,48,4591.0,4474.0,4599.0,4554.666666666667,4457.5,69.97380462236183,129.475480304186,4747.0
2014-01-01,147168,4747,2014,1,1,1,1,4673.0,4591.0,4474.0,4579.333333333333,4527.5,100.01166598616561,108.66416152531598,4849.0
2014-02-01,135759,4849,2014,2,1,32,5,4747.0,4673.0,4591.0,4670.333333333333,4581.833333333333,78.03418054498928,125.03186260576501,4914.0
2014-03-01,152326,4914,2014,3,1,60,9,4849.0,4747.0,4673.0,4756.333333333333,4655.5,88.37043246090647,131.46520452195932,5107.0
2014-04-01,153215,5107,2014,4,2,91,14,4914.0,4849.0,4747.0,4836.666666666667,4708.0,84.18036192204997,163.40624223083046,5120.0
2014-05-01,158724,5120,2014,5,2,121,18,5107.0,4914.0,4849.0,4956.666666666667,4813.5,134.1876795139065,185.02513342787066,5194.0
2014-06-01,155825,5194,2014,6,2,152,22,5120.0,5107.0,4914.0,5047.0,4901.666666666667,115.36463929642062,183.8299939255516,5292.0
2014-07-01,164038,5292,2014,7,3,182,27,5194.0,5120.0,5107.0,5140.333333333333,4988.5,46.92902442333794,177.14259792608334,5356.0
2014-08-01,166050,5356,2014,8,3,213,31,5292.0,5194.0,5120.0,5202.0,5079.333333333333,86.27861844044969,168.03769418398105,5351.0
2014-09-01,160536,5351,2014,9,3,244,36,5356.0,5292.0,5194.0,5280.666666666667,5163.833333333333,81.59248331387991,156.0979393415222,5467.0
2014-10-01,169476,5467,2014,10,4,274,40,5351.0,5356.0,5292.0,5333.0,5236.666666666667,35.594943461006515,111.91008295354766,5522.0
2014-11-01,165662,5522,2014,11,4,305,44,5467.0,5351.0,5356.0,5391.333333333333,5296.666666666667,65.57692683654338,124.30553755432736,5691.0
2014-12-01,176414,5691,2014,12,4,335,49,5522.0,5467.0,5351.0,5446.666666666667,5363.666666666667,87.29452063746702,118.22802826179021,5561.0
2015-01-01,172405,5561,2015,1,1,1,1,5691.0,5522.0,5467.0,5560.0,5446.5,116.73474204362401,146.3430900316258,5706.0
2015-02-01,159769,5706,2015,2,1,32,5,5561.0,5691.0,5522.0,5591.333333333333,5491.333333333333,88.48917071215374,129.81628043766887,5714.0
2015-03-01,177132,5714,2015,3,1,60,9,5706.0,5561.0,5691.0,5652.666666666667,5549.666666666667,79.73915809264885,135.35976753331082,5795.0
2015-04-01,173855,5795,2015,4,2,91,14,5714.0,5706.0,5561.0,5660.333333333333,5610.166666666667,86.11813591412907,106.94562481313777,5636.0
2015-05-01,174701,5636,2015,5,2,121,18,5795.0,5714.0,5706.0,5738.333333333333,5664.833333333333,49.237519569166835,102.88132321598953,5574.0
2015-06-01,167220,5574,2015,6,2,152,23,5636.0,5795.0,5714.0,5715.0,5683.833333333333,79.50471684114605,78.97700087160241,5698.0
2015-07-01,176632,5698,2015,7,3,182,27,5574.0,5636.0,5795.0,5668.333333333333,5664.333333333333,113.99268982405994,90.46251525727604,5734.0
2015-08-01,177759,5734,2015,8,3,213,31,5698.0,5574.0,5636.0,5636.0,5687.166666666667,61.99999999992876,75.15960794651015,5771.0
2015-09-01,173142,5771,2015,9,3,244,36,5734.0,5698.0,5574.0,5668.666666666667,5691.833333333333,83.93648392281142,77.39875106662352,5659.0
2015-10-01,175430,5659,2015,10,4,274,40,5771.0,5734.0,5698.0,5734.333333333333,5701.333333333333,36.50114153453469,83.88961000429819,5600.0
2015-11-01,168001,5600,2015,11,4,305,44,5659.0,5771.0,5734.0,5721.333333333333,5678.666666666667,57.06429122773879,70.88488320278888,5553.0
2015-12-01,172147,5553,2015,12,4,335,49,5600.0,5659.0,5771.0,5676.666666666667,5672.666666666667,86.85812186159883,76.51840737151397,5575.0
2016-01-01,172816,5575,2016,1,1,1,53,5553.0,5600.0,5659.0,5604.0,5669.166666666667,53.113086899475825,82.20320350614645,5523.0
2016-02-01,160160,5523,2016,2,1,32,5,5575.0,5553.0,5600.0,5576.0,5648.666666666667,23.51595203242598,88.65814495393373,5538.0
2016-03-01,171678,5538,2016,3,1,61,9,5523.0,5575.0,5553.0,5550.333333333333,5613.5,26.102362600438816,89.87936359368425,5462.0
2016-04-01,163856,5462,2016,4,2,92,13,5538.0,5523.0,5575.0,5545.333333333333,5574.666666666667,26.76440422136849,49.47187753332127,5411.0
2016-05-01,167737,5411,2016,5,2,122,17,5462.0,5538.0,5523.0,5507.666666666667,5541.833333333333,40.25336424853147,47.64626603073514,5337.0
2016-06-01,160110,5337,2016,6,2,153,22,5411.0,5462.0,5538.0,5470.333333333333,5510.333333333333,63.90878917117035,61.85682392971066,5352.0
2016-07-01,165922,5352,2016,7,3,183,26,5337.0,5411.0,5462.0,5403.333333333333,5474.333333333333,62.85167725148928,88.97115637480942,5400.0
2016-08-01,167388,5400,2016,8,3,214,31,5352.0,5337.0,5411.0,5366.666666666667,5437.166666666667,39.119475115669964,84.99745094219226,5285.0
2016-09-01,158550,5285,2016,9,3,245,35,5400.0,5352.0,5337.0,5363.0,5416.666666666667,32.90896534369031,74.31733759137342,5423.0
2016-10-01,168117,5423,2016,10,4,275,39,5285.0,5400.0,5352.0,5345.666666666667,5374.5,57.76100183796687,62.54838127404328,5511.0
2016-11-01,165319,5511,2016,11,4,306,44,5423.0,5285.0,5400.0,5369.333333333333,5368.0,73.93465583422645,52.922584970908495,5562.0
2016-12-01,172417,5562,2016,12,4,336,48,5511.0,5423.0,5285.0,5406.333333333333,5384.666666666667,113.91809923504414,78.6604517319207,5597.0
2017-01-01,173517,5597,2017,1,1,1,52,5562.0,5511.0,5423.0,5498.666666666667,5422.166666666667,70.31595361882678,101.66103809557583,5741.0
2017-02-01,160744,5741,2017,2,1,32,5,5597.0,5562.0,5511.0,5556.666666666667,5463.0,43.24735059312637,116.0293066427779,5770.0
2017-03-01,178879,5770,2017,3,1,60,9,5741.0,5597.0,5562.0,5633.333333333333,5519.833333333333,94.8700866096605,155.72336583400354,5670.0
2017-04-01,170104,5670,2017,4,2,91,13,5770.0,5741.0,5597.0,5702.666666666667,5600.666666666667,92.65167744474039,133.77692875332224,5785.0
